Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"A Puspaningrum, A Sumarudin…","Irrigation Prediction using Machine Learning in Precision Agriculture",2022,"2022 5th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9970092/","https://scholar.google.com/scholar?cites=14406132466828415472&as_sdt=2005&sciodt=2007&hl=en",251,"2024-11-03 23:59:31","","","","",,,,,7,3.50,2,3,2,"… machine (SVM) was also proposed to predict irrigation based on IoT data sensors. Besides, there are several machine learning algorithms conducted in agricultural … a machine learning …","","https://scholar.google.com/scholar?q=related:8JGH0Cbd7McJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
14,"G Hegde, VR Hulipalled…","Price prediction of agriculture commodities using machine learning and NLP",2021,"2021 Second International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9708582/","https://scholar.google.com/scholar?cites=9952751195710654350&as_sdt=2005&sciodt=2007&hl=en",252,"2024-11-03 23:59:31","","","","",,,,,14,4.67,5,3,3,"… agriculture. But still the farmers are not aware or the technology development in agriculture … for forecasting the commodities price using machine learning techniques such as ARIMA, …","","https://scholar.google.com/scholar?q=related:joctBntGH4oJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"T Weitkamp, P Karimi","… training data size and composition on the accuracy of smallholder irrigated agriculture mapping in Mozambique using remote sensing and machine learning …",2023,"Remote Sensing","mdpi.com","https://www.mdpi.com/2072-4292/15/12/3017","https://scholar.google.com/scholar?cites=5667391773442607892&as_sdt=2005&sciodt=2007&hl=en",253,"2024-11-03 23:59:31","HTML","","","",,,,,7,7.00,4,2,1,"… agriculture in Mozambique’s Manica and Gaza provinces using three algorithms: random forest (RF), support vector machine (… accuracies of irrigated agriculture do increase when the …","https://www.mdpi.com/2072-4292/15/12/3017","https://scholar.google.com/scholar?q=related:FIsEc8qepk4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
75,"A Kantasa-Ard, M Nouiri, A Bekrar…","Machine learning for demand forecasting in the physical internet: a case study of agricultural products in Thailand",2021,"… Journal of Production …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00207543.2020.1844332","https://scholar.google.com/scholar?cites=2071399604610515424&as_sdt=2005&sciodt=2007&hl=en",254,"2024-11-03 23:59:31","","10.1080/00207543.2020.1844332","","",,,,,75,25.00,19,4,3,"… Machine Learning methods have been proposed to improve prediction. In this paper, a … To assess the performance of the proposed method, a real-case study on agricultural products in …","https://www.academia.edu/download/92962396/00207543.2020.184433220221024-1-1mmay69.pdf","https://scholar.google.com/scholar?q=related:4MGxNPcWvxwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
92,"M Kuradusenge, E Hitimana, D Hanyurwimfura…","Crop yield prediction using machine learning models: Case of Irish potato and maize",2023,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/13/1/225","https://scholar.google.com/scholar?cites=11961741809225482364&as_sdt=2005&sciodt=2007&hl=en",255,"2024-11-03 23:59:31","HTML","","","",,,,,92,92.00,23,4,1,"… the expected quantity of agricultural production. Although there is … The study applies machine learning techniques to predict … reliance on data for agriculture and climate change related …","https://www.mdpi.com/2077-0472/13/1/225","https://scholar.google.com/scholar?q=related:fMDSqcykAKYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
6,"I Rao, P Shirgire, S Sanganwar, K Vyawhare…","An overview of agriculture data analysis using machine learning techniques and deep learning",2022,"… Conference on Image …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-84760-9_30","https://scholar.google.com/scholar?cites=16628404251743496133&as_sdt=2005&sciodt=2007&hl=en",256,"2024-11-03 23:59:31","","10.1007/978-3-030-84760-9_30","","",,,,,6,3.00,1,5,2,"… learning and their contribution in the field of agriculture. We also look at Deep learning and its application in agriculture… We look at the work previously done in these machine learning …","https://www.researchgate.net/profile/Sushma-Vispute/publication/354509210_An_Overview_of_Agriculture_Data_Analysis_Using_Machine_Learning_Techniques_and_Deep_Learning/links/64621cc1434e26474feaffb2/An-Overview-of-Agriculture-Data-Analysis-Using-Machine-Learning-Techniques-and-Deep-Learning.pdf","https://scholar.google.com/scholar?q=related:xSfE3pD1w-YJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
11,"SR Garner, G Holmes, RJ McQueen, IH Witten","Machine learning from agricultural databases: practice and experience",1997,"Computing","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=868bb5cd94e0f28249686aa58e0385d609cc253a","https://scholar.google.com/scholar?cites=1636324164940390682&as_sdt=2005&sciodt=2007&hl=en",257,"2024-11-03 23:59:31","PDF","","","",,,,,11,0.41,3,4,27,"… WEKA differs from other machine learning environments in that its target user is a domain expert—in our case an agricultural scientist—who wants to apply machine learning to real-…","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=868bb5cd94e0f28249686aa58e0385d609cc253a","https://scholar.google.com/scholar?q=related:GuGojChktRYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"JC Bansal, MS Uddin","Computer Vision and Machine Learning in Agriculture, Volume 3",2023,"","Springer","https://link.springer.com/content/pdf/10.1007/978-981-99-3754-7.pdf","https://scholar.google.com/scholar?cites=11335297776076880108&as_sdt=2005&sciodt=2007&hl=en",258,"2024-11-03 23:59:31","BOOK","10.1007/978-981-99-3754-7","","",,,,,2,2.00,1,2,1,"… on the implementation of a chatbot for plant and fertilizer recommendations using machine learning for improving crop productivity. Chapter 8 presents a deep learningbased YOLO V3 …","","https://scholar.google.com/scholar?q=related:7HhWNkURT50J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"M Tahaseen, NR Moparthi","An assessment of the machine learning algorithms used in agriculture",2021,"2021 5th International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9675918/","https://scholar.google.com/scholar?cites=13521897396073785486&as_sdt=2005&sciodt=2007&hl=en",259,"2024-11-03 23:59:31","","","","",,,,,4,1.33,2,2,3,"… Agriculture plays a vital role for meeting the food demands of … In this paper different Machine Learning (ML) algorithms for … The use of biosensors and hyper spectral data for agriculture …","","https://scholar.google.com/scholar?q=related:juhBJgpup7sJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
23,"J Zhang, J Liu, Y Chen, X Feng, Z Sun","Knowledge mapping of machine learning approaches applied in agricultural management—a scientometric review with citespace",2021,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/13/14/7662","https://scholar.google.com/scholar?cites=11189826242697966492&as_sdt=2005&sciodt=2007&hl=en",260,"2024-11-03 23:59:31","HTML","","","",,,,,23,7.67,5,5,3,"… , agricultural product price prediction, and other aspects of management and decision-making processes in agriculture… based on machine learning methods in agricultural management, …","https://www.mdpi.com/2071-1050/13/14/7662","https://scholar.google.com/scholar?q=related:nDNbdq4_SpsJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"Y Li, H Wang, H Zhao, L Zhang","Predicting leaf nitrogen content in wolfberry trees by hyperspectral transformation and machine learning for precision agriculture",2024,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0306851","https://scholar.google.com/scholar?cites=2187724944149201361&as_sdt=2005&sciodt=2007&hl=en",261,"2024-11-03 23:59:31","HTML","","","",,,,,1,1.00,0,4,1,"… (NSIs) and constructed machine learning regression (MLR) … spectral datasets with three machine learning algorithms. Finally… hyperspectral transformation and machine learning is useful …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0306851","https://scholar.google.com/scholar?q=related:0UFG4j5cXB4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
16,"C El Hachimi, S Belaqziz, S Khabba…","Towards precision agriculture in Morocco: A machine learning approach for recommending crops and forecasting weather",2021,"… conference on digital …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9588245/","https://scholar.google.com/scholar?cites=8481065765063673804&as_sdt=2005&sciodt=2007&hl=en",262,"2024-11-03 23:59:31","","","","",,,,,16,5.33,4,4,3,"… In this paper, we investigated several machine learning models to … This is a confirmation that classic machine learning … agriculture in Morocco more efficient and more sustainable. …","","https://scholar.google.com/scholar?q=related:zMdY82DMsnUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
9,"NAA Abdellah, N Thangadurai","Real time application of iot for the agriculture in the field along with machine learning algorithm",2021,"2020 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9429606/","https://scholar.google.com/scholar?cites=1832511898254335048&as_sdt=2005&sciodt=2007&hl=en",263,"2024-11-03 23:59:31","","","","",,,,,9,3.00,5,2,3,"… Tensor Flow Lite which is basically a toolkit for running machine learning inference on a device, so we can take any machine learning model and then use the Tensor Flow Lite …","","https://scholar.google.com/scholar?q=related:SFwgxtxjbhkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
47,"F Kaya, A Keshavarzi, R Francaviglia, G Kaplan…","Assessing machine learning-based prediction under different agricultural practices for digital mapping of soil organic carbon and available phosphorus",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/12/7/1062","https://scholar.google.com/scholar?cites=1315423282886532412&as_sdt=2005&sciodt=2007&hl=en",264,"2024-11-03 23:59:31","HTML","","","",,,,,47,23.50,9,5,2,"… -use history in arid areas with intensive agricultural activity [133]. In this study, we compared the maps produced by two different machine learning algorithms (RF and Cubist) and the …","https://www.mdpi.com/2077-0472/12/7/1062","https://scholar.google.com/scholar?q=related:PN26oYFSQRIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
223,"R Pugliese, S Regondi, R Marini","Machine learning-based approach: Global trends, research directions, and regulatory standpoints",2021,"Data Science and Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666764921000485","https://scholar.google.com/scholar?cites=17082515159726668&as_sdt=2005&sciodt=2007&hl=en",265,"2024-11-03 23:59:31","HTML","","","",,,,,223,74.33,74,3,3,"… in this field, summarizing some popular application areas of machine learning technology, such as healthcare, cyber-security systems, sustainable agriculture, data governance, and …","https://www.sciencedirect.com/science/article/pii/S2666764921000485","https://scholar.google.com/scholar?q=related:TDr3_3SwPAAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"FN Ortatas, U Ozkaya, ME Sahin, H Ulutas","Sugar beet farming goes high-tech: a method for automated weed detection using machine learning and deep learning in precision agriculture",2024,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-023-09320-3","https://scholar.google.com/scholar?cites=2547625515229719959&as_sdt=2005&sciodt=2007&hl=en",266,"2024-11-03 23:59:31","","10.1007/s00521-023-09320-3","","",,,,,1,1.00,0,4,1,"… to machine learning and deep learning, other AI techniques are also being explored for weed detection in agriculture. … Machine learning algorithms use labeled data sets to learn and …","","https://scholar.google.com/scholar?q=related:ly39f-j7WiMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"AS Babu, M Supriya","Blockchain based precision agriculture model using machine learning algorithms",2022,"2022 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9914943/","https://scholar.google.com/scholar?cites=1049019093574339758&as_sdt=2005&sciodt=2007&hl=en",267,"2024-11-03 23:59:31","","","","",,,,,8,4.00,4,2,2,"… and quality of agriculture products. Whether it … , Machine Learning and blockchain technology can be integrated to form a network through which the concept of precision agriculture can …","","https://scholar.google.com/scholar?q=related:rswZw07djg4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"J Desai, MH Bohara","Farmer Connect”-A Step Towards Enabling Machine Learning based Agriculture 4.0 Efficiently",2021,"2021 6th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9489039/","https://scholar.google.com/scholar?cites=7922728101743696897&as_sdt=2005&sciodt=2007&hl=en",268,"2024-11-03 23:59:31","","","","",,,,,7,2.33,4,2,3,"… , forecasting prices of agriculture commodity accurately using Machine Learning, etc. This … in the agriculture sector and finally creating a roadmap to efficiently enable Agriculture 4.0. …","","https://scholar.google.com/scholar?q=related:ARxwbDsv820J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
13,"E Scott, L Hirabayashi, A Levenstein, N Krupa…","The development of a machine learning algorithm to identify occupational injuries in agriculture using pre-hospital care reports",2021,"… information science and …","Springer","https://link.springer.com/article/10.1007/s13755-021-00161-9","https://scholar.google.com/scholar?cites=13308181174943910156&as_sdt=2005&sciodt=2007&hl=en",269,"2024-11-03 23:59:31","HTML","10.1007/s13755-021-00161-9","","",,,,,13,4.33,3,5,3,"… Bayes machine learning algorithm for pre-hospital care reports (PCR) to identify agricultural … Naïve Bayes methodology was chosen for our first effort utilizing machine learning because …","https://link.springer.com/article/10.1007/s13755-021-00161-9","https://scholar.google.com/scholar?q=related:DIkS00QosLgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
10,"M Ayoub, S Hussain, A Khan, M Zahid…","A predictive machine learning and deep learning approach on agriculture datasets for new moringa oleifera varieties prediction",2022,"Pakistan Journal of …","journals.uol.edu.pk","https://journals.uol.edu.pk/pakjet/article/view/1574","https://scholar.google.com/scholar?cites=15952528532096129184&as_sdt=2005&sciodt=2007&hl=en",270,"2024-11-03 23:59:31","","","","",,,,,10,5.00,2,5,2,"… This work aims to use machine learning and deep learning … We used machine learning and deep learning approaches to … We trained machine learning and deep learning models on …","https://journals.uol.edu.pk/pakjet/article/download/1574/869","https://scholar.google.com/scholar?q=related:oJjfCC7EYt0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
10,"YH Bhosale, SR Zanwar, SS Ali…","Multi-plant and multi-crop leaf disease detection and classification using deep neural networks, machine learning, image processing with precision agriculture-A …",2023,"2023 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10128246/","https://scholar.google.com/scholar?cites=4213182762107119975&as_sdt=2005&sciodt=2007&hl=en",271,"2024-11-03 23:59:31","","","","",,,,,10,10.00,3,4,1,"… Agriculture profitability is a key factor in economic growth. … and several classifying algorithms in deep machine learning. … According to various Deep Machine Learning and image …","https://www.researchgate.net/profile/Yogesh-Bhosale-2/publication/371019177_Multi-Plant_and_Multi-Crop_Leaf_Disease_Detection_and_Classification_using_Deep_Neural_Networks_Machine_Learning_Image_Processing_with_Precision_Agriculture_-_A_Review/links/6471c1b5a25e543829cfdd5f/Multi-Plant-and-Multi-Crop-Leaf-Disease-Detection-and-Classification-using-Deep-Neural-Networks-Machine-Learning-Image-Processing-with-Precision-Agriculture-A-Review.pdf","https://scholar.google.com/scholar?q=related:Z6kxVWY7eDoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
20,"H Yang, P Wang, A Chen, Y Ye, Q Chen, R Cui…","Prediction of phosphorus concentrations in shallow groundwater in intensive agricultural regions based on machine learning",2023,"Chemosphere","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045653522041169","https://scholar.google.com/scholar?cites=807251578358976451&as_sdt=2005&sciodt=2007&hl=en",272,"2024-11-03 23:59:31","","","","",,,,,20,20.00,3,7,1,"… In this study, machine learning provided a feasible method for predicting phosphorus concentrations in shallow groundwater in IARs around plateau lakes, southwest China. The results …","","https://scholar.google.com/scholar?q=related:w891lAjvMwsJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
10,"BT de Faria, GM Tercete…","The effectiveness of IoT and machine learning in Precision Agriculture",2022,"2022 Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10070308/","https://scholar.google.com/scholar?cites=3173730416121425354&as_sdt=2005&sciodt=2007&hl=en",273,"2024-11-03 23:59:31","","","","",,,,,10,5.00,3,3,2,"… With data, machine learning is natural to forecast or estimate crop parameters, which is … of IoT devices and machine learning algorithms are being applied in precision agriculture and …","","https://scholar.google.com/scholar?q=related:yi3Fkf9aCywJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"M Del-Coco, M Leo, P Carcagnì","Machine Learning for Smart Irrigation in Agriculture: How Far along Are We?",2024,"Information","mdpi.com","https://www.mdpi.com/2078-2489/15/6/306","https://scholar.google.com/scholar?cites=13228896275212658621&as_sdt=2005&sciodt=2007&hl=en",274,"2024-11-03 23:59:31","","","","",,,,,3,3.00,1,3,1,"… water management based on machine learning. This paper … machine learning. More specifically, the generic structure of a smart agriculture system is presented, and existing machine …","https://www.mdpi.com/2078-2489/15/6/306/pdf","https://scholar.google.com/scholar?q=related:veeJlhJ7lrcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"K Patel, HB Patel","Multi-criteria Agriculture Recommendation System using Machine Learning for Crop and Fertilizesrs Prediction.",2023,"Current Agriculture Research Journal","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23474688&AN=164236340&h=V4f9orv1Su0xM65IxYwzpgQmqlgS4WmAYbgJwvdBKSGnDTH6l1zRbGxJ03LWTitfGMXg8mfEh9arG%2B733g8j4A%3D%3D&crl=c","https://scholar.google.com/scholar?cites=7326890479278337158&as_sdt=2005&sciodt=2007&hl=en",275,"2024-11-03 23:59:31","","","","",,,,,7,7.00,4,2,1,"… Machine learning has made significant progress in various areas of life, and agriculture is no … we are developing agriculture recommendation system using machine learning. Objective …","https://pdfs.semanticscholar.org/3d7d/1a1a88758e686e046cb1ac361f60eebd8c2d.pdf","https://scholar.google.com/scholar?q=related:hqyTRRJYrmUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
28,"S Motia, SRN Reddy","Exploration of machine learning methods for prediction and assessment of soil properties for agricultural soil management: a quantitative evaluation",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1950/1/012037/meta","https://scholar.google.com/scholar?cites=17079218290158089770&as_sdt=2005&sciodt=2007&hl=en",276,"2024-11-03 23:59:31","","10.1088/1742-6596/1950/1/012037","","",,,,,28,9.33,14,2,3,"… [22] Coopersmith EJ, Minsker, BS Wenzel CE, and Gilmore BJ 2014 Machine learning assessments of soil drying for agricultural planning. Computers and electronics in agriculture, 104…","https://iopscience.iop.org/article/10.1088/1742-6596/1950/1/012037/pdf","https://scholar.google.com/scholar?q=related:KjY6mouSBe0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
28,"Y Liu","RETRACTED ARTICLE: Intelligent analysis platform of agricultural sustainable development based on the Internet of Things and machine learning",2021,"Acta Agriculturae Scandinavica, Section B—Soil & …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09064710.2021.1943513","https://scholar.google.com/scholar?cites=8428334469364415131&as_sdt=2005&sciodt=2007&hl=en",277,"2024-11-03 23:59:31","","10.1080/09064710.2021.1943513","","",,,,,28,9.33,28,1,3,"… effect of agricultural sustainable development, this paper uses the Internet of Things technology and machine learning technology as the basis to study the agricultural sustainable …","https://www.tandfonline.com/doi/pdf/10.1080/09064710.2021.1943513","https://scholar.google.com/scholar?q=related:m3qlbot193QJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"AE Krosney, P Sotoodeh, CJ Henry…","Inside out: transforming images of lab-grown plants for machine learning applications in agriculture",2023,"Frontiers in Artificial …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/frai.2023.1200977/full","https://scholar.google.com/scholar?cites=10650836759542568225&as_sdt=2005&sciodt=2007&hl=en",278,"2024-11-03 23:59:31","HTML","10.3389/frai.2023.1200977","","",,,,,4,4.00,1,4,1,"Introduction Machine learning tasks often require a significant amount of training data for the resultant network to perform suitably for a given problem in any domain. In agriculture, …","https://www.frontiersin.org/articles/10.3389/frai.2023.1200977/full","https://scholar.google.com/scholar?q=related:IRU1LZpfz5MJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
26,"A Elbeltagi, A Srivastava, J Deng, Z Li, A Raza…","Forecasting vapor pressure deficit for agricultural water management using machine learning in semi-arid environments",2023,"Agricultural Water …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378377423001671","https://scholar.google.com/scholar?cites=17073900115491324317&as_sdt=2005&sciodt=2007&hl=en",279,"2024-11-03 23:59:31","HTML","","","",,,,,26,26.00,4,6,1,"… Machine learning models description The present study examines the performance of machine learning (ML) models in estimating the monthly vapor pressure deficit (VPD) over eight …","https://www.sciencedirect.com/science/article/pii/S0378377423001671","https://scholar.google.com/scholar?q=related:nYFckrGt8uwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
38,"HSH Wang, Y Yao","Machine learning for sustainable development and applications of biomass and biomass-derived carbonaceous materials in water and agricultural systems: A review",2023,"Resources, Conservation and Recycling","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921344922006796","https://scholar.google.com/scholar?cites=13842901019950099372&as_sdt=2005&sciodt=2007&hl=en",280,"2024-11-03 23:59:31","","","","",,,,,38,38.00,19,2,1,"… Biomass-derived materials (BDM) have broad applications in water and agricultural systems. As an emerging tool, Machine learning (ML) has been applied to BDM systems to address …","https://www.sciencedirect.com/science/article/am/pii/S0921344922006796","https://scholar.google.com/scholar?q=related:rKsEgyLdG8AJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
21,"D Jato-Espino, F Mayor-Vitoria","A statistical and machine learning methodology to model rural depopulation risk and explore its attenuation through agricultural land use management",2023,"Applied Geography","Elsevier","https://www.sciencedirect.com/science/article/pii/S0143622823000012","https://scholar.google.com/scholar?cites=3879021476554236528&as_sdt=2005&sciodt=2007&hl=en",281,"2024-11-03 23:59:31","HTML","","","",,,,,21,21.00,11,2,1,"… Hence, the aim of this investigation was to develop a statistical and machine learning methodology to estimate depopulation risk from a series of land use and socioeconomic variables. …","https://www.sciencedirect.com/science/article/pii/S0143622823000012","https://scholar.google.com/scholar?q=related:cGIgInsN1TUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
87,"X Jia, Y Cao, D O'Connor, J Zhu, DCW Tsang…","Mapping soil pollution by using drone image recognition and machine learning at an arsenic-contaminated agricultural field",2021,"Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0269749120369700","https://scholar.google.com/scholar?cites=2141498448036331019&as_sdt=2005&sciodt=2007&hl=en",282,"2024-11-03 23:59:31","","","","",,,,,87,29.00,15,6,3,"… machine learning algorithms were developed to predict As risk levels, including (i) support vector machine … This study demonstrates that HRAI combined with machine learning has good …","https://rau.repository.guildhe.ac.uk/id/eprint/16438/1/Manuscript_EP%20HRAI%202020-11-30.pdf","https://scholar.google.com/scholar?q=related:C35BCn4huB0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
36,"RK Paul, S Garai","Performance comparison of wavelets-based machine learning technique for forecasting agricultural commodity prices",2021,"Soft Computing","Springer","https://link.springer.com/article/10.1007/s00500-021-06087-4","https://scholar.google.com/scholar?cites=8762977067215731868&as_sdt=2005&sciodt=2007&hl=en",283,"2024-11-03 23:59:31","","10.1007/s00500-021-06087-4","","",,,,,36,12.00,18,2,3,"… agriculture as this helps farmers, policy-makers and government to acquire informed decisions. Agricultural … Machine learning (ML) techniques like artificial neural network (ANN) has …","","https://scholar.google.com/scholar?q=related:nLxJ4jZZnHkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"T Mehta, O Manolkar, S Multaikar…","Intensification of agriculture using deep learning and machine learning: A survey",2021,"… on Internet of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9689196/","https://scholar.google.com/scholar?cites=15716435246670896630&as_sdt=2005&sciodt=2007&hl=en",284,"2024-11-03 23:59:31","","","","",,,,,5,1.67,1,4,3,"… several Deep Learning and Machine Learning techniques on … methods to enhance agricultural productivity and overcome its … contribute to the development of the agricultural sector. …","","https://scholar.google.com/scholar?q=related:9l0_bZb-G9oJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
11,"C Nyasulu, A Diattara, A Traore, A Deme, C Ba","Towards Resilient Agriculture to Hostile Climate Change in the Sahel Region: A Case Study of Machine Learning-Based Weather Prediction in Senegal",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/12/9/1473","https://scholar.google.com/scholar?cites=2057659213236529207&as_sdt=2005&sciodt=2007&hl=en",285,"2024-11-03 23:59:31","HTML","","","",,,,,11,5.50,2,5,2,"… Machine Learning is one of the technologies used in agriculture for weather forecasting and … The objective of this study is to develop Machine Learning-based models adapted to the …","https://www.mdpi.com/2077-0472/12/9/1473","https://scholar.google.com/scholar?q=related:N-jFCSdGjhwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"HAA Sayed, Q Ding, MA Abdelhamid, JO Alele…","Application of machine learning to study the agricultural mechanization of wheat farms in Egypt",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/13/1/70","https://scholar.google.com/scholar?cites=17586210402491128576&as_sdt=2005&sciodt=2007&hl=en",286,"2024-11-03 23:59:31","HTML","","","",,,,,8,4.00,2,5,2,"… machine learning techniques to classify agricultural farm machinery. Similarly, Sakthipriya and Chandrakumar [34] applied K-means clustering to advise farmers on using agricultural …","https://www.mdpi.com/2077-0472/13/1/70","https://scholar.google.com/scholar?q=related:AFvDcS_FDvQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
54,"H Khan, IU Haq, M Munsif, Mustaqeem, SU Khan…","Automated wheat diseases classification framework using advanced machine learning technique",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/12/8/1226","https://scholar.google.com/scholar?cites=4213011855649371459&as_sdt=2005&sciodt=2007&hl=en",287,"2024-11-03 23:59:31","HTML","","","",,,,,54,27.00,9,6,2,"Around the world, agriculture is one of the important sectors of human life in terms of food, … Researchers have used conventional and Machine Learning (ML)-based techniques for crop …","https://www.mdpi.com/2077-0472/12/8/1226","https://scholar.google.com/scholar?q=related:Q3V9EvafdzoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"A Elsayed, S Rixon, J Levison, A Binns…","Application of classification machine learning algorithms for characterizing nutrient transport in a clay plain agricultural watershed",2023,"Journal of Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0301479723017127","https://scholar.google.com/scholar?cites=158094283923541918&as_sdt=2005&sciodt=2007&hl=en",288,"2024-11-03 23:59:31","","","","",,,,,8,8.00,2,5,1,"… Machine learning (ML) algorithms are considered an efficient tool to describe nutrient loss from agricultural … different ML classification algorithms in agricultural settings to classify various …","","https://scholar.google.com/scholar?q=related:nk9I4umpMQIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
